wkt_geom,data_Bridge Name,data_Private Bridge?,data_Bridge Number According to Zucchetta,data_Name of Northern Sestiere,data_Name of Southern Sestiere,data_Minimum Step Width (m),data_Northern Island Number,data_Southern Island Number,Same Island?,birth_certificate_birthID,birth_certificate_ckID,birth_certificate_dob,birth_certificate_dor,birth_certificate_lat,birth_certificate_lon,birth_certificate_parentID,birth_certificate_recorder,birth_certificate_type,data_Additional Handrail?,data_Address,data_Address Letter,data_Arch Style,data_Arch Style Code,data_Average Height (m),data_Average Height of Railing (m),data_Average railing width (cm),data_Bridge Code,data_Canal Crossed,data_Canal Width (m),data_Central Thickness (m),data_Code for Material of Step Face,data_Code for railing type,data_Code for the material of the rail,data_Conditions of the Step Face,data_Construction Material,data_Construction Material Code,data_Crooked Bridge?,data_Date of Last Restoration,data_Date of Survey,data_Decorations,data_Description of Step Face Conditions,data_Estimated Surface Area,data_Face Material,data_Full Width Including Railings (m),data_H-C,data_H-N2,data_H-S2,data_Handicapped Accessible?,data_Height 1m North (m),data_Height 1m South (m),data_Height Center (m),data_Height of Step (cm),data_History,data_Hypotenuse North (deg),data_Hypotenuse South (deg),data_ID,data_Inclination North (deg),data_Inclination South (deg),data_Latitude,data_Length of Summit (m),data_Longitude,data_Material Code of Summit Pavement,data_Material of Summit Pavement,data_Maximum Inclination (deg),data_Minimum Height (m),data_Minimum Thickness (m),data_N Cathetus (deg),data_Net Width of Bridge (m),data_Northern Sestiere Code,data_Notes,data_Number of Arches,data_Number of Northern Steps,data_Number of Ramps,data_Number of Southern Steps,data_Number of Street Address On Bridge,data_Numerical Condition of Bridge,data_Numerical Condition of Decorations,data_Numerical Condition of Step Pavement Material,data_Numerical Condition of Summit Pavement,data_Photo Number of Arch,data_Photo Number of Ramp,data_Photo Number of Reference Elevation Point,Private?,data_Protrusion North (m),data_Protrusion South (m),data_Qualitative Condition of Bridge,data_Qualitative Condition of Decorations,data_Qualitative Condition of Step Pavement Material,data_Qualitative Condition of Summit Pavement,data_Qualitative condition of Railing,data_Railing Material,data_Railing condition,data_Ratio of Span to Height,data_Reference to CAD Drawings,data_S Cathetus (deg),data_SE-C,data_SE-N1,data_SE-N2,data_SE-S1,data_SE-S2,data_SI-C,data_SI-N1,data_SI-N2,data_SI-S1,data_SI-S2,data_Segment Code,data_Southern Sestiere Code,data_Span (m),data_Step Depth (cm),data_Step Pavement Material,data_Step Surface (Min),data_Street Addresses on Bridge,data_Surface Area From Map,data_Surface Area of Summit (m^2),data_Survey Incomplete?,data_Thickness 1m North Of Center (m),data_Thickness 1m South of Center (m),data_Thickness 2m North Of Center (m),data_Thickness 2m South of Center (m),data_Tide Level (m),data_Time of Survey (24:00),data_Total Number of Steps,data_Total Surface Area of Pavement (m^2),data_Total Surface Area of Steps (m^2),data_Tread Material,data_Type of Railing,data_Water level (cm),data_Width of Eastern Railing (cm),data_Width of Summit (m),data_Width of Western Railing (cm),data_Year Constructed,data_Year of Last Restoration
Point (12.33480319999999963 45.42946830000000347),Ponte de l'Umilta,FALSE,425,Dorsoduro,Dorsoduro,3.95,56,55,0,UMILTA,9d730e6a-ea8f-1ac2-8078-b8a6990eabd1,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4294683,12.3348032,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,A tutto Sesto,1,3.48,1.03,26,UMILTA,Rio de la Salute,9.73,0.48,2,1,14,3,Mattoni e Pietra d'Istria,14,FALSE,,02-Mar-00,,Buone,70.92,Pietra d'Istria,4.48,5.11,5.11,5.1,FALSE,3.43,3.42,3.6,13,"Health. The church and monastery of St. Maria Humility once belonged to the Teutonic Knights, but about half of the sixteenth century allowed themselves to the fathers of the Society of Jesus, who in 1589 ristaurarono them. Parties, however, the Jesuits from Venice in 1606, the aforesaid edifices remained empty and abandoned, until in 1615 they were entrusted to the Benedictine nuns of the convent of S. Servolo. They remained there until 1806 when they were concentrated with those of S. Lorenzo. In 1824 the church and the monastery of St. Maria Humility is landed along with a chapel nearby, dedicated to St. Philip Blacks, to expand the garden of the seminary. About the ""Bridge of Humility"" writes the continuation of Berlan: ""The passenger in the present day, despite himself, this bridge is stopped or longer follows the journey of the rafts, and the ride to the tip of the Customs to the field of Health. The bridge was closed by the wall when, about 1851, the Customs of S. George was transferred here. """,9.35,8.43,362,FALSE,FALSE,45.4294683,2.43,12.3348032,3,Trachite,FALSE,3.42,0.48,0,3.96,DD,,1,17,2,16,0,3,0,4,4,,,,0,0.2,1.2,Buone,,Ottime,Ottime,Buone,Mattoni e Pietra d'Istria,3,2.44,,0,1.46,1.63,1.7,1.63,1.67,0.98,0.99,1.14,1,1.05,SALU2,DD,8.33,40,Trachite,1.58,,80.1,9.6,FALSE,0.64,0.63,0.56,0.62,-0.05,11:45,33,61.74,52.14,3,Piena,0,26,3.95,26,0,0
Point (12.33438360000000067 45.43023399999999867),Ponte de la Salute,FALSE,424,Dorsoduro,Dorsoduro,6.15,56,55,0,SALUTE,78d4118c-c59c-a4b8-1d25-349206633cbb,,"Mon, 16 Dec 2013 19:38:39 GMT",45.430234,12.3343836,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Policentrico,3,2.35,0.98,5,SALUTE,Rio de la Salute,8.07,0.57,2,3,19,4,Pietra d'Istria,2,FALSE,,02-Mar-00,,Ottime,94.57,Pietra d'Istria,7.1,3.92,3.85,3.85,FALSE,2.32,2.32,2.42,14,". At the place where now stands the Church of S. Maria della Salute eranvi formerly a monastery and a church dedicated to SS. Trinity, which were donated in 1256 by the Republic to the Teutonic Knights in the award of the assistance they had against the Genoese. Suppressed in 1592 by Pope Clement VIII, the priory of the Knights Venetian above, these factories are assigned to the patriarchate of Venice for the foundation of a seminary clerics, who already was planting in the cloister of S. Cyprian of Murano. They stood clerics in the new hospice until 1630 when, plagued the city from pestilence, the Senate vowed to build a temple in S. Maria della Salute if he implored deliverance from the plague. Dileguatosi's disease in 1631, he wanted to fulfill his promise, and meanwhile fabbricossi a large wooden church. Thereafter, landed the monastery and church of SS. Trinity, clerics and transported back to Murano, soared behind design Longhena, the magnificent temple that we now see. And while it was advancing the Senate decreed in 1656 to deliver it to the congregation of regular clerics Somasca, who, with the same design Longhena, you gave rise to a convent next door, which was fulfilled in 1672 at the same time the temple. The latter then consecrossi in 1687. The convent of S. Maria della Salute was suppressed, like all the others, in the beginning of the present century, and in 1817 there came from Murano to transfer the seminary of the clergy, which still flourishes there. On the day of B. V. Health of the temple dedicated to it visitavasi each year by the Doge and the Signoria in memory of the pardon. Visitavasi well as the day of St. Anthony of Padua, having, for control of the Senate, placed in the church of Health a relic of the Healer, and believing that, through the intercession of him, the Venetian fleet had remained free from contagious disease at Castelnuovo in 1687.",4.61,8.33,354,FALSE,FALSE,45.430234,4.16,12.3343836,3,Trachite,FALSE,2.32,0.57,0,7,DD,,1,8,2,10,0,4,0,4,4,,,,0,0.6,0.6,Ottime,,Ottime,Ottime,Buone,Metallo e Pietra d'Istria,3,2.96,,0,1.54,1.57,1.7,1.57,1.7,0.97,0.94,1.03,0.94,1.03,SALU2,DD,6.87,50,Trachite,3.08,,108.2,25.58,FALSE,0.63,0.63,0.67,0.67,0.04,11:08,18,80.93,55.35,3,Vuoto Decorato,0,5,6.15,5,0,0
NULL,Ponte Privato (170/c),TRUE,423,Dorsoduro,Dorsoduro,2.18,56,55,0,SALU1_P1,6d299912-1f59-4f55-6af5-79d1c77ba984,,"Mon, 16 Dec 2013 19:38:39 GMT",0,0,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,170,C,Sesto Ribassato,6,2.4,0.84,9,SALU1_P1,Rio de la Salute,6.25,0.41,13,2,4,0,Legno,4,FALSE,,02-Mar-00,,,19.13,Vuoto,2.37,3.7,3.7,3.7,FALSE,2.4,2.32,2.49,10,,3.5,2.54,359,FALSE,FALSE,0,3.41,0,4,Legno,FALSE,2.32,0.41,0,2.19,DD,primi due gradini Nord in Pietra d'Istria.,1,10,2,7,1,2,0,2,3,,,,1,0,0,Medie,,Medie,Buone,Medie,Legno,2,2.69,,0,1.21,1.3,1.44,1.38,1.52,0.8,0.8,0.9,0.79,0.89,SALU1,DD,6.25,30,Legno,0.65,170C,19.7,7.43,FALSE,0.5,0.59,0.54,0.63,0,11:25,17,18.55,11.12,4,Vuoto Geometrico,0,9,2.18,9,0,0
Point (12.33578359999999918 45.44333730000000315),Ponte Molin de la Racheta,FALSE,200,Cannaregio,Cannaregio,2.35,57,58,0,MOLIN,01757650-35f8-85d3-4c16-56bfc49b8c89,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4433373,12.3357836,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,TRUE,0,,Sesto Ribassato,6,2.77,0.78,27,MOLIN,Rio de S. Caterina,8.09,0.6,2,1,14,1,Mattoni e Pietra d'Istria,14,FALSE,,07-Jan-99,tre scudi,Cattive,55.65,Pietra d'Istria,5.38,3.85,3.82,3.87,FALSE,2.76,2.72,2.84,13,,7.87,7.8,189,FALSE,FALSE,45.4433373,2.41,12.3357836,8,Asfalto,FALSE,2.72,0.58,0,4.84,CN,,1,16,2,15,0,2,2,0,0,A39,A40,B1,0,0.35,0.55,Medie,Medie,Pessime,Pessime,Medie,Mattoni e Pietra d'Istria,2,2.64,,0,1.36,1.41,1.36,1.5,1.56,0.76,0.76,0.78,0.79,0.8,CATE1,CN,7.19,40,Asfalto,0.94,,70.6,11.57,FALSE,0.65,0.71,0.58,0.76,0.35,11:54,31,40.71,29.14,8,Piena,35,27,4.8,27,0,0
Point (12.33695029999999981 45.44296369999999996),Ponte S.Caterina,FALSE,199,Cannaregio,Cannaregio,2.07,57,59,0,CATERIN,c034d0c0-aaa6-3793-7488-fc95fce36578,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4429637,12.3369503,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Ribassato,6,2.79,0.89,28,CATERIN,Rio de S. Caterina,10.93,0.5,2,1,15,1,Mattoni e Pietra d'Istria,14,FALSE,,07-Jan-99,tre scudi,Cattive,41.52,Pietra d'Istria,3.64,3.87,3.89,3.85,FALSE,2.77,2.76,2.85,14,". It is not known precisely, the year of the foundation of the church and the monastery of St. Catherine. First inhabitants of it seem to have been some religious Augustinians, called the Penance of Jesus, and also Sacchiti, or Sacchini, for their dresses like a lot. Deleted this order in 1274, John White, Venetian mercadante, bought the local in 1288 and donated it in 1289 to Borlotta Giustiniani, who used it for the use of Augustinian nuns, under the old title of S. Catherine Sacchi. Borlotta was the daughter of the famous Nicholas Giustiniani, monaco already in S. Nicol� del Lido, released from the cloister with the permission of the pope, who joined Anna and Michiel succession to give to your family. In 1807 the nuns of S. Catherine were concentrated with those of S. Alvise, and placed himself at their monastery High School boarding school, now called Marco Foscarini. The church became then, as it is, however, sacramental chapel of the establishment. It was the day of the Holy owner visited by the Prince, and the Lordship because on that day, on a point of Doge Pietro Gradenigo (an. 1307, was celebrated the so-called ""Festa dei Dotti,"" and schiudevansi places of public education (25 November. Having Sister Geneva Querini, a professed nun of the convent of St. Catherine, there imprisoned inside, to requisition the bishop Castellano, for some practice with his NU Federico Giustiniani, and having them sent a letter where they stared at the night he would come to free her, he wanted the case that this was going to the ear of the other two patrician Domenico Contarini qm Peter and Paul Erizzo qm Marco. They devised the wild youth to disturb the enterprise, and the night set you put armed to buzz around the convent, for which the Giustiniani, who came to the post, he had to retire as a precaution. Another night then, with the help of the UN Giacomo Nanni q. John, scaled the walls of the sacred enclosure, where was penetrated the nun, and making them believe that the Contarini was Giustiniani, entertained themselves in the dark with it. Scopertosi the fact, the Contarini and Erizzo were convicted, by judgment of 14 May 1446, to a year in jail and a fine of 100 pounds pel sacrilege committed. then The Dwarves and the Giustiniani to six months in prison, and fined the same, these for his connection to kidnap the nun, and those for giving hand to climb the convent.",7.15,7,188,FALSE,FALSE,45.4429637,3.06,12.3369503,8,Asfalto,FALSE,2.76,0.41,0,3.08,CN,,1,14,2,14,0,2,2,1,1,A36 s,A38,A38,0,0.55,0.3,Medie,Medie,Cattive,Cattive,Medie,"Mattoni, Intonaco e Pietra d'Istria",2,3.65,,0,1.33,1.43,1.53,1.4,1.41,0.835,0.87,0.9,0.86,1,CATE2,CN,10.08,40,Asfalto,0.83,,50.3,9.55,FALSE,0.56,0.54,0.63,0.41,0.31,11:25,28,32.73,23.18,8,Piena,31,28,3.12,28,0,0
Point (12.3382632000000001 45.44263310000000189),Ponte dei Gesuiti,FALSE,198,Cannaregio,Cannaregio,4.1,57,60,0,GESUIT,7fc5fac8-7658-a4aa-07b8-10cd2f290cb1,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4426331,12.3382632,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,TRUE,0,,Sesto Ribassato,6,3.15,0.85,36,GESUIT,Rio de S. Caterina,12.11,0.43,2,1,14,2,Mattoni e Pietra d'Istria,14,FALSE,,06-Jan-99,,Medie,102.2,Pietra d'Istria,5.53,4.75,4.73,4.73,FALSE,3.1,3.13,3.22,11,". In 1150 or 1155, the Crociferi, vulgarly ""Crosechieri,"" with the help of certain Peter Gussoni, or Cleto Grausoni, built a monastery in this situation, a hospital, and a temple dedicated to St. Maria Assunta, which was rebuilt after the fire of 1214. Commendation passed all the convents of the order of the Crociferis, this St. Maria Assunta was granted in 1464 to Cardinal Pietro Barbo, and then to the famous Bessarion, who died in 1472. Meanwhile, as the Crociferi fallen into a great laxity of morals, the Senate tried at the S. See who were expelled from their convent, and there sottentrassero Franciscan nuns. But neither the Franciscans nor the Canons Regular of St. Spirit, nor the religious Served, all intent at various times to have the convent mentioned, they could get on top of their desires. It was a prey to the flames in 1514, and was therefore a rifabbrica. Following Pius V laugh at the Crociferi all rents of commanderies, already confiscated, and they went in 1568 to regulate the reform. However, since the fathers fell back in their errors, Innocent X suppressed 21 of their convents, leaving only 4 exist, the head of which made for this in Venice. The four survivors were finally suppressed by Alexander VII in 1656 in order to assign the goods to the Republic, troubled by the war of Candia. At this juncture the Jesuits, who in 1606, in disputes between the Republic and Pope Paul V, had left Venice, returning, bought fifty thousand ducats to the monastery of the Crociferis, and in 1657 we stared at home. The church had been falling, he took in 1715 to raise it up from the foundations, and in fifteen years was accomplished on a design by Domenico Rossi. G. Baptist Fattoretto erected the facade. Suppressed the Jesuits in 1773, the monastery served to their use of public schools, and in 1807 the barracks. The church remained officiated as a subsidiary of the parish of SS. Apostles, until 1844, when it returned to the Jesuits, who took to live in a home adjacent to the ""New Fondamente,"" where, although small in number, live tuttora.In ""Field of the Jesuits' there is the ancient hospital of crucifers, which in the thirteenth century was benefited by Bertoldo patriarch of Aquileia, and the Doge Renier Zeno. Open from the very beginning to the poor and infirm of both sexes, from the mid-fifteenth century it does not host that poor women. The adjoining chapel, rebuilt in 1553, was a sacred time to the Blessed Virgin, but in 1844 it was granted by the Directorate of the House of Refuge and hospices to the Brotherhood of Sts. Philippe and Louis, whereupon presently has these owners. See: Bellomo, ""Historical and picturesque Oratory of SS Philip Blacks and Luigi Gonzaga. Venice, Molinari, 1846. "" This oratory he restored in 1881. It portrays the verci (""History of Ecelini"" that in the Hospital of the Crociferis was solemnly sworn peace June 23, 1221 between the Patriarch Berthold, and the Venetians. Facevasi In the same field the game of football. We have a table, published by Domenico Lovisa , that it is playing in that location, interesting table because, beyond the facade of the church of the Jesuits without statues, will you spot the school of ""Varoteri"" (furriers spring at the bottom of the field, and the arc subject to which he had access to ""New Fondamente."" The game of football was banned in ""Field of the Jesuits"" by decree of the Council of Ten, April 21, 1711.",10.2,10.15,187,FALSE,FALSE,45.4426331,4.1,12.3382632,8,Asfalto,FALSE,3.1,0.43,0,4.81,CN,,1,15,2,16,0,2,0,1,2,A31,A32,A30,0,0.43,0.56,Medie,,Cattive,Medie,Medie,Mattoni e Pietra d'Istria,2,3.59,,0,1.25,1.35,1.6,1.32,1.53,0.82,0.83,0.9,0.82,0.88,CATE3,CN,11.12,44,Asfalto,1.8,,128.8,19.68,FALSE,0.52,0.5,0.7,0.65,-0.28,19:26,31,75.6,55.92,8,Piena,28,36,4.8,36,0,0
Point (12.33972149999999957 45.44352349999999774),Ponte Don�,FALSE,197,Cannaregio,Cannaregio,5.8,57,61,0,DONA,2eec50d0-579c-cfb9-803a-3689a8f95d2f,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4435235,12.3397215,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Policentrico,3,4.51,0.92,39.5,DONA,Rio dei Gesuiti,17.77,1.25,2,1,14,2,Mattoni e Pietra d'Istria,14,FALSE,,16-Jan-99,,Medie,229.84,Pietra d'Istria,6.33,6.15,6.12,6.13,FALSE,4.48,4.51,4.54,15,"�on ""New Fondamente."" The patrician family Dona dalle Rose still owns this bridge at a palace of the Doge Leonardo Dona which laid the foundation stone March 24, 1610. The factory, concocted, as is believed, on the design of the famous Fra 'Paolo Sarpi, she could most beautiful and grandiose if the concept of the founder was not always never fought, and crossed by his brother Nicholas. Narrasi that were born from what various altercations between the two brothers, and that as a result of one of these, the doge, learned of black bile, no longer live for apoplexy in 1612. Then the brother and grandchildren accomplished as best as you can see the palace. They want the reporters that Donato, or Dona, Let them be descended from a common stock, although it is separated into two lines, which in ancient times trasmigrarono in Venice from different countries, and having raised different weapon, commonly called themselves one from the ' Tresse, ""and the other by the"" Rose. "" The glories of this family consist of three doges, Francis in 1545, Leonardo in 1606, and Nicholas in 1618, and in many dignitaries of the church, including Lodovico, who was elected cardinal in 1378 by Pope Urban VI, but afterwards, on suspicion of treason, made drowning, as they say, with five other cardinals by the pope the same, and finally in several warriors, scholars and distinguished. Tralignarono then the ancestral glories quell'Andrea Dona, who, corrupted by the gold of the Duke of Milan, was put in prison in 1447, nor obtained the release, although strongly urged by Emperor Frederick III, that Joseph who, convinced of intelligence with the Spaniards, was publicly hanged in 1601; quell'Antonio that, under accusation ""de peculatu,"" took flight in 1619, and got the call from all over the Veneto domain, and that Paul, who, having killed, for jealousy of a nun, in 1704 Peter Minotto, although he was banished, but returned home afterwards pardoned. The Dona, according to some chronicles, built the church of S. Fosca, and for sure it gave rise to the current prospectus. Ristaurarono as well, along with other patrician families, the church of S. Giustina, and left their name more streets of Venice.",9.6,7.67,186,FALSE,FALSE,45.4435235,9.27,12.3397215,3,Trachite,FALSE,4.48,1.25,0,5.54,CN,,1,25,2,25,0,2,0,2,3,,F1,,0,0.5,0.5,Medie,,Medie,Buone,Medie,Mattoni e Pietra d'Istria,2,3.74,,0,2.17,2.2,2.2,2.18,2.22,0.92,0.91,0.91,0.93,0.95,FNUO4,CN,16.77,34,Pietra d'Istria,1.97,,310.1,50.99,FALSE,1.29,1.25,1.29,1.27,0.56,9:00,50,149.59,98.6,2,Piena,0,39,5.5,40,0,0
Point (12.33567870000000077 45.44291230000000326),Ponte Privato va al civico 3777/A,TRUE,208,Cannaregio,Cannaregio,1.26,58,59,0,RACH1_P1,16089c98-09e8-20e2-97a3-32ed31175677,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4429123,12.3356787,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,3777,A,Piano,2,2.43,0.89,8,RACH1_P1,Rio de la Racheta,4,0.25,4,2,4,3,Legno,4,FALSE,,07-Jan-99,,Buone,9.11,Legno,1.475,3.22,3.22,3.21,FALSE,2.43,2.42,2.43,16,,3.69,0,197,FALSE,FALSE,45.4429123,4.57,12.3356787,4,Legno,FALSE,2.42,0.25,0,1.32,CN,Presenza di un tubo del gas a fianco del piano di calpestio verso ovest. Presenza di un tubo dell'acqua a fianco del piano di calpestio verso est.,1,11,2,0,1,3,0,2,2,B2,B3,B4,1,0,0,Buone,,Medie,Medie,Cattive,Legno,1,1.65,,0,1.14,1.14,1.14,1.14,1.17,0.89,0.89,0.89,0.89,0.89,RACH1,CN,4,31,Legno,0.39,3777A,7.9,6.03,FALSE,0.25,0.25,0.25,0.28,0.35,12:02,11,10.33,4.3,4,Vuoto Geometrico,36,8,1.32,8,0,0
Point (12.33459979999999945 45.44223980000000296),Ponte Priuli,FALSE,206,Cannaregio,Cannaregio,2.26,58,64,0,PRIULI,e2a1ddbf-71e6-19d6-31ff-b1d473e7cf9b,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4422398,12.3345998,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Trapezoidale,8,2.7,0.95,7,PRIULI,Rio Priuli,7.82,0.34,6,3,6,3,Metallo,6,FALSE,,06-Jan-99,,Buone,28.1,Metallo,2.45,3.73,3.7,3.7,FALSE,2.72,2.68,2.71,15,"�to S. Happy. A 'foot of this bridge stood the palace Priuli Scarpon, which burned down in 1739. About the fire that destroyed it we read in the ""Memoirs"" ms. of Benign: ""A March 8, 1739, the fourth Dom.ca of Lent, was the fire in the palace of Ca 'Priuli Scarpon to S. Happy, havendo principiato in the kitchen upstairs, and he has surrounded him with all the great palace worn et incinerated. "" And later: ""11 September 1741. And 'fallen and died, a man will in undoing the palace wasteful of ca' Priuli Scarpon to S. Happy. "" Nowadays he can see only the waste into the marble bases, and in the doors, which put the stores and the tenement building over its ruins. This palace, praised by Martinioni, had two sides over the ""Rio di S. Happy ', as the coming of other houses, which were received at the Priuli pel marriage, which took place up since 1360, between James and Maria Priuli Foscari, and then remanufactured in the sixteenth century, on one of which, are still a few years, the emblem of the scorgevasi family proprietaria.Vuolsi that an individual of the Priuli family of Hungarian noble blood, came to Venice for important negotiations glue Republic, s'invaghisse of our heaven, and I would lay co stay 'her. They say the news that Priuli were admitted to the M. C. around 1100, but that, being left out in 1297, there were summarized in 1310 for merits which they acquired in the conspiracy of Bajamonte Tiepolo. They imparted the name in various streets of the city, and gave three doges, four cardinals, many bishops, and a long line of distinguished, among which it should be noted that Daniel pacified Triestians with Giustinopolitani, assailed Rhodes, and not a little of the aid money Negroponte was in the war of 1469; Francis, who, in defense of Cyprus, skidded to a large Ottoman army in 1487, and at the time of sale received the kingdom from the hands of Caterina Cornaro, the last that Antonio, the governor of galeazza in 1656, under General Lorenzo Marcello, 'twas found the famous naval conflict against the Turks, witnessed the defeat of the barbarian galleys in Scio, then the great battle in which the general Mocenigo died, and the General Superintendent, contributed to the defense of Candia. A line of Priuli was invested in the county of Sangli Veronese, inherited from Venier.",4.66,5.25,195,FALSE,FALSE,45.4422398,2.93,12.3345998,8,Asfalto,FALSE,2.68,0.17,0,2.31,CN,Il primo gradino a sud e' in pietra. Scritta: Fonderia veneta. Sn.1868.,1,10,2,11,0,3,0,2,2,A8,A16,A12,0,0.24,0,Buone,,Medie,Medie,Buone,Metallo,3,2.83,,0,1.25,1.21,1.2,1.25,1.17,0.91,0.91,1.02,0.91,1,PRIU1,CN,7.58,46,Metallo,1.04,,27.6,6.77,FALSE,0.3,0.34,0.18,0.17,0.23,10:00,21,28.6,21.83,6,Vuoto Decorato,23,7,2.31,7,0,0
Point (12.33577769999999951 45.44256310000000099),Ponte Corrente,FALSE,203,Cannaregio,Cannaregio,1.8,59,62,0,CORREN,54927537-ac49-aa6e-5aa5-0b0cea609f9d,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4425631,12.3357777,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Ribassato,6,2.21,0.77,26,CORREN,Rio de S. Andrea,7.24,0.44,2,1,15,2,Mattoni e Pietra d'Istria,14,FALSE,,15-Jan-99,tre scudi,Medie,20.7,Pietra d'Istria,2.48,3.79,3.8,3.76,FALSE,2.21,2.11,2.32,14,"to S. Sofia. Are in Estimi called ""Calli Currents"" those which, straightforwardly, or desertions, drive to a certain point. Formerly in the same parish of St. Sofia there were the ""Current at Calle Ca 'd'Oro,"" and ""Calle Corrente to the Church."" This we are talking about was called ""Calle Field Current dell'Erba,"" because of its proximity to the field of that name. It communicated the appellation to the next bridge.",4.35,4.59,192,FALSE,FALSE,45.4425631,2.48,12.3357777,3,Trachite,FALSE,2.11,0.44,0,1.96,CN,,1,11,2,10,0,2,2,2,2,E23,E24s,,0,0.2,0.2,Medie,Medie,Medie,Medie,Medie,"Mattoni, Intonaco e Pietra d'Istria",2,3.24,,0,1.14,1.26,1.33,1.32,1.46,0.7,0.71,0.78,0.77,0.87,ANDR1,CN,6.84,41,Trachite e Pietra d'Istria,0.74,,27.3,4.51,FALSE,0.55,0.55,0.55,0.59,-0.33,16:28,13,14.11,9.59,28,Piena,0,26,1.82,26,0,0
